Year,CroppingSyst_code,Act_Transp_mm,Baseflow,CropSyst_Pot_Transp_mm,Crop_Canopy_E_mm,Crop_code,ET_mm,PPT,Runoff,Soil_E_mm,VIC_PET_shortgrass_mm,Yield_kg_m2,irrig_evap_mm,irrig_netdemand_mm,irrig_runoff_mm,irrig_total_mm,water_stress_index
1999,4005,488.8495603258162,56.964886483837525,565.799164906,0,60822,683.5601959812068,402.45,85.43950792399997,178.39916484710463,1032.6308918000009,0.8079691,16.311476000000003,298.46579,115.83867000000001,403.60486000000003,0
2000,4005,420.25516308149065,128.6109375346097,482.4083927420001,0,60168,623.598495552507,604.7999999999997,121.10243828700004,191.6566647172831,950.7772875599996,0.6690431,11.686677,234.62058000000002,89.92391,317.26921999999996,0
2001,4005,474.24596393432495,3.3668202250000037e-07,537.3848632350002,0,62784,693.9975098618957,415.5999999999998,86.63426145849999,195.32515086791614,991.1790449600002,0.6865306999999999,24.4264,462.46066,176.83499,625.36942,0
2002,4005,460.7049877491118,0.6496895962961473,543.6856485320002,0,61040,650.7848775662832,359.9250000000001,79.79929884111702,177.02563676044997,1024.9772952899993,0.7210919,13.054252,296.02835,114.99635,400.3088,0
2003,4005,413.3615893451819,38.327087611000024,488.42891152000004,0,59296,618.1262023283958,483.7249999999999,116.52879664699998,191.2075794871724,1043.3460273500011,0.6483241999999999,13.557048000000002,236.00626,89.26829,319.14300000000003,0
2004,4005,405.2664247528766,5.393098954999993,472.90875922199984,0,60604,616.9426505745008,537.6,113.03793564390006,202.9077847172067,930.0998801399998,0.6364941999999999,8.768442,175.29715000000002,65.96947,237.04820999999998,0
2005,4005,420.2514704256167,0.7679374439999994,484.242145582,0,59732,628.9428602151436,395.75000000000006,78.51382136799998,192.93369101869712,997.6811749499996,0.6817243000000001,15.757697,405.84608,156.08081,548.81147,0
2006,4005,399.2273887546011,78.96281421900007,470.71957880199994,0,59732,600.8572172826847,605.7249999999999,156.78088834009998,192.39769653617282,993.5614331899994,0.6297134,9.232141,178.88822,66.28849,241.90429,0
2007,4005,462.78269783254484,34.59450060863117,546.1961854959999,0,60604,678.3597264616141,419.67500000000024,84.24604179449999,201.2439204165346,1018.17462205,0.7123324000000001,14.333110999999999,298.25619,114.75483999999999,403.32143,0
2008,4005,494.0397430387167,3.616660365999991e-07,573.7404131530002,0,62784,697.2587899792967,388.8499999999999,78.88657741329999,180.80055329673385,996.8411126999991,0.7638573000000001,22.418488999999997,457.40936000000005,172.98736,618.53868,0
2009,4005,467.5937425908105,50.603147151491775,544.1654252120007,0,61912,685.9096390730258,442.3499999999999,96.26722047250011,203.34487240266114,980.4643579000001,0.7019581,14.971019999999998,296.61719,111.63864000000001,401.10506,0
2010,4005,458.1171761932509,3.685117819999991e-07,527.7727459759999,0,62130,662.8349139406356,596.45,110.67894612199999,192.26448380666733,909.9215508300005,0.766423,12.453254,286.80732,107.32425,387.83952,0
2011,4005,437.56307741572545,19.419611536976326,500.022098631,0,63438,619.053215366319,473.2249999999998,114.34702208210003,169.89238004936414,908.9208396800003,0.7313194000000001,11.597761,238.64603999999997,86.52003,322.71270000000004,0
2012,4005,444.7781418339459,71.3360430095514,505.6674357960002,0,62566,631.2553952260135,606.6500000000004,130.38694538980002,174.34145411540104,944.7415628000003,0.7072824000000001,12.135802000000002,295.15408,114.42504,399.12656999999996,0
2013,4005,424.10409282299474,61.3059811785706,501.6800062649997,0,60168,637.773402295874,422.825,76.12708613085005,203.6698005585583,942.8169384000006,0.6700599,9.999504000000002,237.91592,94.88916,321.72537,0
2014,4005,456.41651558605116,3.3668202250000037e-07,539.893612522,0,61258,668.5245481747444,503.27500000000003,100.647740273,190.69364250688275,1007.0668407799999,0.6878474,21.414393000000004,418.05836000000005,160.07455,565.32571,0
2015,4005,365.65585027946764,59.88610097949307,439.6893385112001,0,56462,581.0848010253707,470.17500000000007,97.52798457983,206.0605898100753,1041.2235422899994,0.565217,9.368359,174.48805,65.55152000000001,235.95407999999998,0
